Name,Type,Value_0,Value_1,Value_2,Value_3,Value_4,Threshold,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Value_45,Value_46,Value_47,Value_48,Value_49
List_342,sumList,37,19.0,49.0,61.0,14.0,105.18453821364292,53.0,41.0,28.0,9.0,86.0,72.0,29.0,6.0,63.0,24.0,74.0,69.0,77.0,100.0,88.0,28.0,80.0,29.0,92.0,74.0,59.0,75.0,63.0,72.0,51.0,69.0,87.0,25.0,49.0,89.0,40.0,25.0,27.0,89.0,11.0,,,,,,,,,,
List_343,meanList,68,78.0,31.0,56.0,19.0,-23.939795378833136,4.0,87.0,6.0,12.0,63.0,74.0,56.0,35.0,94.0,26.0,17.0,24.0,24.0,75.0,94.0,1.0,11.0,81.0,9.0,32.0,47.0,25.0,,,,,,,,,,,,,,,,,,,,,,,
List_344,sumList,82,41.0,73.0,30.0,86.0,233.07407519823136,82.0,17.0,41.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_345,meanList,97,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_346,meanList,70,48.0,94.0,11.0,57.0,49.20616328903228,24.0,79.0,21.0,49.0,90.0,5.0,71.0,78.0,93.0,4.0,77.0,14.0,17.0,92.0,72.0,68.0,78.0,95.0,63.0,27.0,39.0,25.0,12.0,10.0,94.0,55.0,73.0,24.0,54.0,62.0,50.0,58.0,73.0,58.0,23.0,59.0,82.0,51.0,58.0,4.0,62.0,88.0,56.0,,
List_347,sumList,99,31.0,71.0,85.0,75.0,1415.233956016403,48.0,56.0,24.0,41.0,71.0,3.0,96.0,62.0,73.0,81.0,4.0,89.0,61.0,75.0,86.0,76.0,16.0,81.0,27.0,92.0,47.0,77.0,100.0,95.0,94.0,69.0,79.0,12.0,16.0,91.0,30.0,91.0,55.0,81.0,65.0,34.0,22.0,72.0,58.0,58.0,15.0,,,,
List_348,stdList,89,68.0,2.0,34.0,15.0,57.95079136621131,74.0,90.0,63.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_349,meanList,33,67.0,89.0,33.0,9.0,6.924960855457832,62.0,25.0,27.0,60.0,20.0,14.0,53.0,18.0,43.0,13.0,62.0,85.0,49.0,27.0,59.0,83.0,33.0,18.0,36.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,
List_350,stdList,22,33.0,13.0,59.0,43.0,39.08315518579482,53.0,26.0,53.0,73.0,9.0,38.0,69.0,80.0,74.0,62.0,7.0,35.0,57.0,99.0,3.0,79.0,76.0,73.0,48.0,76.0,8.0,71.0,59.0,98.0,38.0,96.0,38.0,81.0,19.0,,,,,,,,,,,,,,,,
List_351,stdList,24,,,,,-8.515120209716443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_352,sumList,76,42.0,2.0,31.0,69.0,2159.465024436072,22.0,13.0,61.0,68.0,76.0,60.0,100.0,80.0,63.0,63.0,32.0,92.0,43.0,60.0,34.0,21.0,84.0,66.0,19.0,3.0,57.0,16.0,56.0,51.0,92.0,79.0,99.0,46.0,68.0,80.0,72.0,9.0,61.0,30.0,,,,,,,,,,,
List_353,sumList,24,77.0,52.0,23.0,36.0,39.851069732789725,54.0,39.0,76.0,56.0,96.0,75.0,1.0,86.0,64.0,16.0,55.0,44.0,74.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_354,sumList,93,84.0,50.0,65.0,96.0,7.723848513971396,72.0,84.0,79.0,66.0,3.0,57.0,22.0,57.0,17.0,31.0,92.0,37.0,34.0,92.0,86.0,10.0,35.0,16.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_355,stdList,3,19.0,87.0,15.0,72.0,1760.6497444861693,92.0,28.0,28.0,24.0,33.0,63.0,42.0,21.0,29.0,24.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_356,stdList,64,79.0,85.0,66.0,17.0,-354.58515652892714,66.0,69.0,90.0,21.0,10.0,78.0,52.0,3.0,25.0,36.0,69.0,82.0,97.0,66.0,64.0,33.0,37.0,81.0,80.0,21.0,93.0,18.0,38.0,24.0,32.0,22.0,84.0,35.0,63.0,53.0,76.0,91.0,83.0,21.0,60.0,39.0,,,,,,,,,
List_357,meanList,96,84.0,39.0,60.0,53.0,-9.608385471634366,1.0,14.0,2.0,78.0,94.0,51.0,89.0,84.0,86.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_358,stdList,22,39.0,76.0,79.0,35.0,-135.67262304185112,64.0,59.0,75.0,72.0,1.0,7.0,67.0,76.0,71.0,52.0,62.0,94.0,94.0,15.0,89.0,98.0,44.0,83.0,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
List_359,sumList,36,21.0,70.0,87.0,90.0,-134.94976397596952,63.0,21.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_360,stdList,8,99.0,97.0,6.0,74.0,67.70436095502998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_361,stdList,73,80.0,56.0,69.0,83.0,-47.65772196055793,2.0,15.0,7.0,12.0,26.0,62.0,41.0,14.0,39.0,18.0,84.0,1.0,57.0,1.0,69.0,29.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_362,stdList,84,16.0,24.0,83.0,11.0,44.70684150298426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_363,stdList,60,90.0,66.0,23.0,79.0,8.206454286187366,60.0,100.0,98.0,11.0,17.0,90.0,61.0,73.0,37.0,78.0,56.0,10.0,59.0,29.0,51.0,93.0,1.0,33.0,84.0,23.0,72.0,91.0,82.0,60.0,14.0,24.0,82.0,10.0,75.0,23.0,15.0,,,,,,,,,,,,,,
List_364,sumList,63,91.0,94.0,57.0,80.0,-67.55274851585786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_365,meanList,13,28.0,81.0,47.0,31.0,32.70897883915583,9.0,64.0,29.0,55.0,97.0,53.0,43.0,74.0,63.0,17.0,45.0,65.0,5.0,23.0,97.0,10.0,72.0,59.0,100.0,100.0,92.0,8.0,37.0,97.0,32.0,17.0,7.0,17.0,93.0,93.0,81.0,41.0,66.0,99.0,60.0,50.0,83.0,,,,,,,,
List_366,sumList,4,61.0,77.0,96.0,13.0,1664.088461739941,28.0,62.0,10.0,96.0,36.0,89.0,1.0,8.0,99.0,17.0,56.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_367,meanList,68,24.0,52.0,63.0,50.0,617.5255538307055,53.0,98.0,97.0,42.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_368,sumList,94,19.0,95.0,24.0,78.0,1218.5705848128828,57.0,30.0,7.0,7.0,93.0,23.0,36.0,22.0,22.0,84.0,92.0,58.0,38.0,53.0,1.0,7.0,30.0,51.0,4.0,92.0,39.0,77.0,46.0,74.0,61.0,100.0,25.0,62.0,,,,,,,,,,,,,,,,,
List_369,stdList,5,9.0,76.0,94.0,20.0,1003.3759277964488,27.0,60.0,69.0,51.0,20.0,81.0,34.0,3.0,75.0,65.0,55.0,62.0,14.0,58.0,24.0,5.0,60.0,39.0,62.0,50.0,25.0,35.0,99.0,46.0,55.0,23.0,13.0,99.0,6.0,,,,,,,,,,,,,,,,
List_370,sumList,73,6.0,18.0,1.0,69.0,38.76384413560776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_371,sumList,27,12.0,35.0,58.0,64.0,60.85322147445441,88.0,47.0,90.0,36.0,82.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_372,stdList,42,43.0,99.0,64.0,8.0,52.023864077371904,18.0,32.0,4.0,86.0,60.0,82.0,89.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_373,sumList,81,41.0,26.0,10.0,56.0,-108.51573480889911,61.0,74.0,25.0,43.0,93.0,50.0,79.0,76.0,70.0,37.0,88.0,8.0,99.0,48.0,65.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_374,sumList,66,19.0,44.0,71.0,39.0,42.37675452210604,54.0,96.0,1.0,73.0,90.0,48.0,41.0,41.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_375,meanList,64,69.0,63.0,59.0,93.0,299.28348268486417,20.0,71.0,73.0,7.0,88.0,45.0,84.0,91.0,23.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_376,stdList,91,56.0,93.0,66.0,42.0,15.23210950341266,46.0,52.0,56.0,19.0,72.0,47.0,99.0,26.0,75.0,68.0,47.0,65.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_377,sumList,47,48.0,45.0,47.0,58.0,46.036842381759314,71.0,30.0,81.0,60.0,26.0,43.0,84.0,85.0,48.0,3.0,31.0,94.0,6.0,96.0,63.0,67.0,33.0,46.0,31.0,39.0,64.0,100.0,73.0,29.0,63.0,63.0,84.0,11.0,18.0,7.0,84.0,7.0,59.0,12.0,20.0,9.0,99.0,93.0,18.0,22.0,81.0,72.0,4.0,62.0,85.0
List_378,sumList,61,33.0,90.0,28.0,,194.3563383323241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_379,meanList,21,37.0,45.0,50.0,36.0,-85.94336947770098,42.0,23.0,34.0,49.0,24.0,73.0,41.0,58.0,85.0,92.0,55.0,17.0,83.0,71.0,4.0,90.0,2.0,74.0,20.0,43.0,15.0,100.0,44.0,14.0,52.0,48.0,38.0,88.0,88.0,79.0,84.0,66.0,33.0,39.0,65.0,17.0,,,,,,,,,
List_380,stdList,46,36.0,71.0,8.0,61.0,-16.148190282618952,87.0,28.0,48.0,72.0,91.0,26.0,75.0,87.0,12.0,50.0,71.0,15.0,67.0,44.0,73.0,23.0,20.0,93.0,75.0,22.0,20.0,95.0,12.0,100.0,74.0,83.0,35.0,33.0,39.0,35.0,28.0,76.0,35.0,3.0,91.0,2.0,1.0,58.0,96.0,3.0,97.0,,,,
List_381,stdList,89,100.0,41.0,,,47.6514978318393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_382,meanList,29,25.0,63.0,73.0,81.0,-1472.5944516596917,22.0,56.0,46.0,33.0,100.0,49.0,1.0,27.0,24.0,22.0,27.0,91.0,13.0,94.0,29.0,26.0,25.0,79.0,68.0,63.0,47.0,27.0,68.0,15.0,100.0,37.0,60.0,100.0,,,,,,,,,,,,,,,,,
List_383,sumList,50,72.0,91.0,,,-58.7400410349562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_384,stdList,65,43.0,40.0,50.0,71.0,31.70902929853486,65.0,33.0,26.0,17.0,6.0,68.0,30.0,97.0,51.0,47.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_385,sumList,89,69.0,32.0,25.0,,299.1278988052625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_386,meanList,89,52.0,85.0,92.0,5.0,492.1778144556532,66.0,28.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_387,sumList,18,84.0,78.0,50.0,30.0,106.07910144442509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_388,meanList,69,54.0,37.0,61.0,16.0,352.5041779340018,64.0,33.0,35.0,16.0,72.0,59.0,98.0,2.0,30.0,38.0,73.0,80.0,42.0,21.0,46.0,98.0,76.0,47.0,92.0,88.0,24.0,81.0,,,,,,,,,,,,,,,,,,,,,,,
List_389,sumList,28,62.0,39.0,8.0,72.0,959.6907995677578,84.0,72.0,95.0,88.0,48.0,14.0,4.0,32.0,60.0,43.0,73.0,77.0,12.0,17.0,94.0,95.0,14.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_390,stdList,94,57.0,10.0,57.0,20.0,162.83173229745316,80.0,82.0,89.0,40.0,100.0,5.0,88.0,28.0,76.0,86.0,56.0,27.0,75.0,32.0,46.0,57.0,59.0,28.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_391,stdList,41,53.0,54.0,87.0,6.0,-16.428849395742102,69.0,64.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_392,sumList,66,29.0,52.0,87.0,90.0,17.877982711786878,7.0,81.0,45.0,100.0,43.0,11.0,88.0,71.0,53.0,97.0,79.0,85.0,63.0,11.0,88.0,95.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_393,stdList,47,96.0,12.0,26.0,69.0,26.22394831077188,76.0,90.0,70.0,25.0,89.0,98.0,77.0,36.0,33.0,29.0,4.0,88.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_394,stdList,18,40.0,35.0,57.0,22.0,-1895.8567865599148,78.0,63.0,81.0,52.0,67.0,50.0,52.0,80.0,50.0,83.0,8.0,74.0,100.0,55.0,94.0,84.0,49.0,80.0,78.0,12.0,39.0,74.0,25.0,49.0,71.0,4.0,77.0,86.0,,,,,,,,,,,,,,,,,
List_395,sumList,1,87.0,,,,2.4146554345285116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_396,stdList,10,40.0,75.0,89.0,5.0,-26.7923538337165,5.0,24.0,60.0,57.0,95.0,43.0,23.0,90.0,58.0,45.0,63.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_397,sumList,37,85.0,21.0,82.0,63.0,-156.55932267805986,24.0,70.0,1.0,49.0,90.0,5.0,2.0,75.0,98.0,43.0,66.0,45.0,72.0,83.0,70.0,55.0,99.0,92.0,45.0,84.0,46.0,9.0,66.0,68.0,44.0,33.0,80.0,67.0,69.0,89.0,20.0,65.0,40.0,88.0,35.0,19.0,81.0,41.0,35.0,,,,,,
List_398,meanList,27,43.0,51.0,5.0,46.0,-24.77240142652587,39.0,85.0,16.0,68.0,67.0,57.0,33.0,82.0,99.0,37.0,84.0,71.0,33.0,8.0,75.0,12.0,93.0,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_399,meanList,50,91.0,64.0,11.0,,2.589349957205737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_400,sumList,4,44.0,40.0,,,44.98813095018532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_401,stdList,66,7.0,52.0,26.0,50.0,8.696076384678504,40.0,72.0,78.0,59.0,85.0,67.0,80.0,33.0,48.0,59.0,85.0,26.0,85.0,88.0,56.0,56.0,13.0,22.0,78.0,2.0,17.0,32.0,2.0,56.0,,,,,,,,,,,,,,,,,,,,,
List_402,meanList,42,81.0,81.0,87.0,71.0,-18.02011532462694,53.0,83.0,98.0,5.0,92.0,74.0,98.0,58.0,43.0,32.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_403,meanList,81,87.0,,,,-63.79456435196117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_404,meanList,34,42.0,48.0,78.0,25.0,76.80439904540573,2.0,35.0,82.0,47.0,41.0,72.0,32.0,54.0,67.0,68.0,53.0,86.0,96.0,61.0,74.0,80.0,90.0,33.0,75.0,46.0,73.0,54.0,53.0,11.0,13.0,65.0,,,,,,,,,,,,,,,,,,,
List_405,sumList,62,57.0,,,,-50.91928365441024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_406,meanList,20,54.0,72.0,65.0,55.0,-12.032642308009322,88.0,77.0,83.0,79.0,24.0,100.0,70.0,55.0,88.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_407,stdList,27,31.0,66.0,16.0,41.0,20.09298213137533,53.0,91.0,99.0,38.0,36.0,30.0,23.0,69.0,27.0,70.0,75.0,88.0,67.0,89.0,27.0,15.0,38.0,88.0,26.0,82.0,76.0,46.0,87.0,83.0,97.0,73.0,96.0,95.0,,,,,,,,,,,,,,,,,
List_408,stdList,44,77.0,94.0,81.0,60.0,866.6222368698866,86.0,51.0,78.0,90.0,35.0,25.0,50.0,50.0,17.0,61.0,68.0,33.0,99.0,2.0,7.0,61.0,82.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_409,stdList,48,90.0,18.0,73.0,3.0,1729.5611990224265,93.0,65.0,42.0,20.0,42.0,68.0,68.0,86.0,13.0,45.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_410,stdList,14,79.0,27.0,51.0,38.0,-37.18998010856972,92.0,1.0,95.0,59.0,15.0,31.0,97.0,23.0,33.0,94.0,82.0,46.0,43.0,71.0,80.0,8.0,14.0,3.0,28.0,71.0,67.0,75.0,36.0,1.0,16.0,88.0,68.0,82.0,39.0,37.0,53.0,82.0,96.0,47.0,62.0,23.0,,,,,,,,,
List_411,sumList,81,22.0,30.0,28.0,65.0,24.395073312350572,31.0,28.0,12.0,73.0,71.0,72.0,77.0,69.0,42.0,23.0,35.0,47.0,91.0,54.0,88.0,12.0,72.0,93.0,2.0,42.0,84.0,78.0,17.0,39.0,56.0,19.0,23.0,,,,,,,,,,,,,,,,,,
List_412,stdList,21,35.0,97.0,97.0,31.0,-457.10426180531147,3.0,67.0,95.0,89.0,11.0,24.0,4.0,42.0,58.0,52.0,68.0,2.0,38.0,65.0,82.0,69.0,42.0,58.0,36.0,15.0,51.0,16.0,73.0,36.0,18.0,78.0,9.0,36.0,72.0,53.0,84.0,4.0,87.0,,,,,,,,,,,,
List_413,stdList,80,8.0,45.0,51.0,79.0,-47.18269607571409,13.0,77.0,49.0,95.0,17.0,91.0,8.0,64.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_414,sumList,84,34.0,6.0,44.0,26.0,-6.371960372748756,97.0,16.0,61.0,18.0,17.0,55.0,15.0,4.0,72.0,91.0,3.0,62.0,13.0,30.0,15.0,54.0,98.0,33.0,27.0,12.0,56.0,65.0,,,,,,,,,,,,,,,,,,,,,,,
List_415,stdList,47,56.0,100.0,32.0,95.0,32.60625405216929,83.0,57.0,33.0,84.0,51.0,30.0,84.0,89.0,6.0,100.0,88.0,14.0,48.0,48.0,15.0,56.0,44.0,33.0,10.0,61.0,82.0,8.0,89.0,12.0,80.0,,,,,,,,,,,,,,,,,,,,
List_416,sumList,19,7.0,7.0,44.0,60.0,-12.940534931553243,92.0,10.0,39.0,97.0,54.0,70.0,46.0,70.0,69.0,27.0,95.0,91.0,39.0,47.0,30.0,2.0,60.0,72.0,27.0,88.0,41.0,54.0,42.0,76.0,48.0,48.0,9.0,82.0,59.0,16.0,13.0,20.0,81.0,43.0,,,,,,,,,,,
List_417,sumList,47,,,,,43.11621816696714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_418,sumList,91,49.0,11.0,56.0,83.0,15.24982972247419,98.0,6.0,34.0,69.0,87.0,62.0,97.0,65.0,28.0,1.0,48.0,61.0,99.0,89.0,74.0,52.0,38.0,37.0,12.0,79.0,34.0,84.0,96.0,56.0,81.0,7.0,48.0,59.0,15.0,57.0,42.0,88.0,70.0,84.0,75.0,52.0,25.0,29.0,,,,,,,
List_419,sumList,37,99.0,38.0,90.0,75.0,-6.377935695211739,92.0,6.0,7.0,46.0,73.0,98.0,14.0,48.0,40.0,41.0,59.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_420,sumList,22,44.0,75.0,48.0,32.0,7.858203589599242,49.0,90.0,16.0,39.0,39.0,13.0,43.0,12.0,95.0,98.0,45.0,14.0,88.0,47.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_421,sumList,29,17.0,50.0,84.0,90.0,29.940773662875788,30.0,14.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_422,meanList,57,6.0,22.0,25.0,7.0,260.5559001990821,4.0,24.0,7.0,48.0,73.0,44.0,14.0,16.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_423,stdList,30,11.0,85.0,61.0,4.0,3.5387207588054226,30.0,42.0,6.0,53.0,58.0,18.0,56.0,4.0,55.0,88.0,59.0,11.0,84.0,63.0,95.0,59.0,82.0,97.0,88.0,97.0,58.0,58.0,35.0,71.0,1.0,,,,,,,,,,,,,,,,,,,,
List_424,sumList,9,32.0,43.0,73.0,79.0,-78.73629433671915,52.0,13.0,26.0,49.0,88.0,1.0,45.0,97.0,5.0,47.0,81.0,33.0,52.0,47.0,71.0,5.0,77.0,95.0,10.0,99.0,70.0,90.0,61.0,68.0,93.0,72.0,50.0,24.0,4.0,81.0,90.0,20.0,3.0,57.0,40.0,85.0,14.0,76.0,,,,,,,
List_425,stdList,29,82.0,,,,7.717469741157412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_426,meanList,36,53.0,97.0,61.0,98.0,23.7974653031872,21.0,90.0,7.0,18.0,57.0,28.0,33.0,84.0,3.0,46.0,94.0,20.0,35.0,77.0,28.0,67.0,82.0,76.0,75.0,43.0,68.0,54.0,1.0,96.0,29.0,74.0,23.0,60.0,29.0,64.0,78.0,21.0,99.0,72.0,27.0,73.0,99.0,14.0,45.0,39.0,30.0,55.0,57.0,98.0,
List_427,sumList,70,84.0,71.0,33.0,13.0,56.86228196864796,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_428,meanList,63,24.0,81.0,16.0,7.0,-2051.670238546601,98.0,2.0,56.0,34.0,11.0,3.0,94.0,10.0,20.0,78.0,76.0,47.0,13.0,12.0,47.0,4.0,72.0,86.0,16.0,12.0,60.0,67.0,72.0,72.0,27.0,22.0,55.0,20.0,38.0,84.0,85.0,9.0,76.0,78.0,80.0,,,,,,,,,,
List_429,sumList,3,23.0,20.0,61.0,,4.6209245797279594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_430,stdList,9,4.0,53.0,5.0,85.0,-1853.7091121690587,38.0,76.0,87.0,62.0,39.0,15.0,17.0,63.0,36.0,4.0,33.0,28.0,46.0,77.0,16.0,66.0,48.0,64.0,47.0,47.0,43.0,59.0,92.0,67.0,70.0,73.0,44.0,17.0,5.0,66.0,43.0,49.0,39.0,59.0,54.0,93.0,,,,,,,,,
List_431,meanList,96,42.0,68.0,14.0,16.0,-115.89662263242214,36.0,99.0,5.0,69.0,13.0,97.0,93.0,46.0,95.0,27.0,24.0,75.0,53.0,1.0,16.0,1.0,83.0,20.0,81.0,67.0,89.0,61.0,60.0,86.0,16.0,12.0,21.0,32.0,67.0,63.0,73.0,66.0,52.0,48.0,,,,,,,,,,,
List_432,stdList,20,21.0,,,,11.959688475452783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_433,sumList,18,4.0,38.0,50.0,36.0,12.470618721831293,79.0,11.0,8.0,7.0,15.0,92.0,77.0,65.0,36.0,86.0,98.0,78.0,54.0,82.0,23.0,52.0,51.0,93.0,10.0,9.0,54.0,37.0,84.0,51.0,26.0,56.0,86.0,73.0,47.0,44.0,27.0,79.0,79.0,95.0,31.0,41.0,80.0,,,,,,,,
List_434,sumList,59,35.0,31.0,95.0,27.0,-7.680854911210181,95.0,62.0,52.0,13.0,65.0,74.0,55.0,58.0,49.0,98.0,42.0,55.0,41.0,5.0,7.0,45.0,34.0,9.0,81.0,13.0,13.0,80.0,1.0,18.0,12.0,46.0,46.0,60.0,42.0,23.0,66.0,64.0,79.0,77.0,27.0,64.0,47.0,44.0,69.0,,,,,,
List_435,sumList,17,20.0,54.0,88.0,75.0,1.1504342769418943,1.0,49.0,50.0,9.0,43.0,64.0,76.0,97.0,57.0,18.0,70.0,79.0,70.0,77.0,63.0,33.0,32.0,76.0,24.0,6.0,83.0,44.0,90.0,5.0,76.0,54.0,11.0,66.0,30.0,43.0,86.0,79.0,43.0,8.0,9.0,11.0,5.0,13.0,74.0,26.0,,,,,
List_436,sumList,45,28.0,4.0,37.0,76.0,-806.3069422820578,7.0,47.0,85.0,73.0,34.0,99.0,74.0,21.0,42.0,36.0,95.0,39.0,72.0,75.0,86.0,19.0,67.0,95.0,26.0,74.0,58.0,65.0,56.0,56.0,37.0,85.0,18.0,73.0,23.0,77.0,60.0,79.0,60.0,52.0,88.0,23.0,90.0,84.0,34.0,38.0,4.0,48.0,37.0,,
List_437,stdList,34,54.0,84.0,2.0,56.0,1075.402591722162,51.0,63.0,98.0,41.0,87.0,36.0,65.0,96.0,54.0,40.0,79.0,81.0,100.0,15.0,15.0,57.0,43.0,15.0,10.0,100.0,97.0,96.0,3.0,67.0,33.0,21.0,6.0,67.0,60.0,61.0,5.0,53.0,30.0,,,,,,,,,,,,
List_438,stdList,99,25.0,15.0,84.0,34.0,35.56758787550004,66.0,17.0,48.0,77.0,43.0,83.0,2.0,24.0,96.0,26.0,38.0,63.0,15.0,49.0,68.0,69.0,35.0,96.0,49.0,57.0,100.0,32.0,9.0,11.0,8.0,49.0,22.0,40.0,58.0,15.0,4.0,96.0,55.0,62.0,31.0,,,,,,,,,,
List_439,meanList,3,86.0,39.0,26.0,,77.43174449502929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_440,meanList,14,9.0,64.0,38.0,14.0,-123.99508605089689,74.0,8.0,74.0,22.0,29.0,52.0,31.0,43.0,88.0,7.0,79.0,22.0,34.0,59.0,96.0,92.0,60.0,76.0,46.0,11.0,55.0,22.0,41.0,6.0,74.0,15.0,53.0,86.0,35.0,23.0,99.0,96.0,44.0,92.0,49.0,29.0,73.0,79.0,45.0,,,,,,
List_441,meanList,79,2.0,94.0,8.0,22.0,31.52357852477675,64.0,57.0,91.0,84.0,12.0,56.0,89.0,38.0,70.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_442,sumList,68,86.0,11.0,34.0,78.0,0.10522785360423918,73.0,45.0,80.0,76.0,53.0,24.0,36.0,96.0,95.0,13.0,100.0,43.0,40.0,67.0,19.0,1.0,51.0,24.0,40.0,7.0,8.0,73.0,100.0,82.0,16.0,91.0,9.0,44.0,12.0,96.0,74.0,96.0,19.0,40.0,74.0,34.0,47.0,57.0,55.0,28.0,43.0,24.0,21.0,,
List_443,sumList,4,34.0,84.0,56.0,93.0,29.16527435482769,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_444,sumList,4,9.0,38.0,46.0,57.0,-385.22713904039665,13.0,61.0,3.0,85.0,52.0,26.0,50.0,32.0,94.0,94.0,7.0,98.0,43.0,1.0,86.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
